plan,stratum,consumer,kind,child,child_declared,needed,provided,deficit
1,SHIFT,n0,SHIFT,s0,1,3,3,0
2,HASH,n0,HASH,s0,1,1,5,-4
2,HASH,n0,HASH,s2,1,2,4,-2
2,HASH,n1,HASH,s1,1,1,4,-3
2,HASH,n1,HASH,s0,1,4,5,-1
2,HASH,n2,HASH,s1,1,1,4,-3
2,HASH,n2,HASH,s0,1,4,5,-1
2,HASH,n3,HASH,n1,0,1,4,-3
2,HASH,n3,HASH,n0,0,9,10,-1
3,ADD,n0,ADD,s1,1,4,4,0
3,ADD,n0,ADD,s0,1,4,4,0
4,SUB,n0,SUB,s0,1,5,5,0
5,THETA,n0,THETA,s1,1,2,4,-2
5,THETA,n1,THETA,n0,0,3,4,-1
5,THETA,n2,THETA,s0,1,3,4,-1
6,NTHETA,n0,NTHETA,s0,1,2,4,-2
6,NTHETA,n1,NTHETA,s0,1,2,4,-2
6,NTHETA,n2,NTHETA,n0,0,2,4,-2
6,NTHETA,n3,NTHETA,n1,0,2,4,-2
6,NTHETA,n4,NTHETA,n1,0,2,4,-2
6,NTHETA,n5,NTHETA,n0,0,2,4,-2
7,AGSE,n0,AGSE,s0,1,4,4,0
7,AGSE,n1,AGSE,s0,1,4,4,0
7,AGSE,n2,AGSE,s0,1,4,4,0
7,AGSE,n3,AGSE,n1,0,1,1,0
7,AGSE,n4,AGSE,n2,0,2,3,-1
9,HC_NONINT,n0,HASH,s0,1,1,4,-3
9,HC_NONINT,n0,HASH,s2,1,2,4,-2
9,HC_NONINT,n3,SHIFT,s0,1,2,4,-2
9,HC_NONINT,n4,AGSE,s0,1,4,4,0
10,HC_SHIFT_UNDER_HASH,n0,SUB,s0,1,7,7,0
10,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,1,4,-3
10,HC_SHIFT_UNDER_HASH,n1,HASH,s1,1,4,5,-1
10,HC_SHIFT_UNDER_HASH,n2,SHIFT,n0,0,2,4,-2
10,HC_SHIFT_UNDER_HASH,n3,HASH,s0,1,1,7,-6
10,HC_SHIFT_UNDER_HASH,n3,HASH,s1,1,1,5,-4
10,HC_SHIFT_UNDER_HASH,n4,HASH,n2,0,1,4,-3
10,HC_SHIFT_UNDER_HASH,n4,HASH,n3,0,11,13,-2
11,HC_INT,n0,SHIFT,s1,1,3,4,-1
11,HC_INT,n1,HASH,s1,1,2,4,-2
11,HC_INT,n1,HASH,n0,0,1,4,-3
11,HC_INT,n3,AGSE,n2,0,2,2,0
13,HC_DEEP,n0,HASH,s1,1,1,6,-5
13,HC_DEEP,n0,HASH,s2,1,3,4,-1
13,HC_DEEP,n1,SUB,s1,1,6,6,0
13,HC_DEEP,n2,ADD,n0,0,1,1,0
13,HC_DEEP,n2,ADD,s0,1,5,5,0
13,HC_DEEP,n3,THETA,s0,1,2,5,-3
15,SHIFT,n0,SHIFT,s0,1,3,3,0
15,SHIFT,n1,SHIFT,s0,1,2,3,-1
16,HASH,n0,HASH,s0,1,2,4,-2
16,HASH,n0,HASH,s1,1,1,4,-3
17,ADD,n0,ADD,s2,1,5,5,0
17,ADD,n0,ADD,s0,1,3,3,0
17,ADD,n1,ADD,s1,1,4,4,0
17,ADD,n1,ADD,s2,1,4,5,-1
17,ADD,n2,ADD,n1,0,1,1,0
17,ADD,n2,ADD,s2,1,4,5,-1
17,ADD,n3,ADD,n0,0,1,1,0
17,ADD,n3,ADD,s2,1,5,5,0
17,ADD,n4,ADD,s0,1,3,3,0
17,ADD,n4,ADD,n2,0,2,2,0
18,SUB,n0,SUB,s0,1,8,8,0
19,THETA,n0,THETA,s0,1,4,5,-1
20,NTHETA,n0,NTHETA,s0,1,2,4,-2
20,NTHETA,n1,NTHETA,n0,0,2,4,-2
20,NTHETA,n2,NTHETA,n1,0,2,4,-2
20,NTHETA,n3,NTHETA,n1,0,2,4,-2
20,NTHETA,n4,NTHETA,n1,0,2,4,-2
21,AGSE,n0,AGSE,s1,1,5,5,0
21,AGSE,n1,AGSE,s0,1,3,3,0
21,AGSE,n2,AGSE,s2,1,3,4,-1
21,AGSE,n3,AGSE,s2,1,3,4,-1
21,AGSE,n4,AGSE,n3,0,3,3,0
21,AGSE,n5,AGSE,s2,1,4,4,0
23,HC_NONINT,n0,HASH,s0,1,2,4,-2
23,HC_NONINT,n0,HASH,s2,1,1,4,-3
23,HC_NONINT,n1,HASH,n0,0,3,5,-2
23,HC_NONINT,n1,HASH,s2,1,1,4,-3
23,HC_NONINT,n2,AGSE,s0,1,4,4,0
24,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,4,6,-2
24,HC_SHIFT_UNDER_HASH,n1,SHIFT,s1,1,6,6,0
24,HC_SHIFT_UNDER_HASH,n2,SUB,n0,0,4,4,0
24,HC_SHIFT_UNDER_HASH,n3,SHIFT,n1,0,4,4,0
24,HC_SHIFT_UNDER_HASH,n4,AGSE,n1,0,1,4,-3
24,HC_SHIFT_UNDER_HASH,n5,HASH,n0,0,2,4,-2
24,HC_SHIFT_UNDER_HASH,n5,HASH,n1,0,1,4,-3
25,HC_INT,n0,HASH,s1,1,1,4,-3
25,HC_INT,n0,HASH,s0,1,1,4,-3
25,HC_INT,n1,HASH,n0,0,1,4,-3
25,HC_INT,n1,HASH,s1,1,2,4,-2
25,HC_INT,n2,AGSE,s0,1,4,4,0
25,HC_INT,n4,SHIFT,n2,0,9,9,0
26,HC_SINGLE,n0,SHIFT,s2,1,3,3,0
27,HC_DEEP,n0,SHIFT,s1,1,2,5,-3
27,HC_DEEP,n1,ADD,s0,1,3,3,0
27,HC_DEEP,n1,ADD,n0,0,1,1,0
27,HC_DEEP,n3,AGSE,s1,1,5,5,0
27,HC_DEEP,n4,ADD,n0,0,1,1,0
27,HC_DEEP,n4,ADD,s1,1,4,5,-1
29,SHIFT,n0,SHIFT,s0,1,4,4,0
29,SHIFT,n1,SHIFT,s0,1,4,4,0
30,HASH,n0,HASH,s2,1,2,6,-4
30,HASH,n0,HASH,s1,1,1,4,-3
30,HASH,n1,HASH,n0,0,2,4,-2
30,HASH,n1,HASH,s2,1,3,6,-3
30,HASH,n2,HASH,n1,0,2,4,-2
30,HASH,n2,HASH,s2,1,4,6,-2
30,HASH,n3,HASH,s0,1,1,4,-3
30,HASH,n3,HASH,n0,0,2,4,-2
31,ADD,n0,ADD,s1,1,5,5,0
31,ADD,n0,ADD,s2,1,4,4,0
31,ADD,n1,ADD,s0,1,3,3,0
31,ADD,n1,ADD,n0,0,2,2,0
31,ADD,n2,ADD,s2,1,4,4,0
31,ADD,n2,ADD,s1,1,5,5,0
32,SUB,n0,SUB,s0,1,7,7,0
33,THETA,n0,THETA,s1,1,2,4,-2
33,THETA,n1,THETA,n0,0,3,5,-2
33,THETA,n2,THETA,n0,0,3,5,-2
34,NTHETA,n0,NTHETA,s0,1,2,4,-2
34,NTHETA,n1,NTHETA,s0,1,2,4,-2
35,AGSE,n0,AGSE,s1,1,4,4,0
35,AGSE,n1,AGSE,n0,0,2,3,-1
37,HC_NONINT,n0,AGSE,s1,1,4,4,0
37,HC_NONINT,n2,SUB,n0,0,4,1,3
37,HC_NONINT,n3,HASH,n2,0,1,4,-3
37,HC_NONINT,n3,HASH,s2,1,4,5,-1
38,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,4,5,-1
38,HC_SHIFT_UNDER_HASH,n1,HASH,s1,1,3,5,-2
38,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,1,4,-3
38,HC_SHIFT_UNDER_HASH,n2,HASH,s1,1,3,5,-2
38,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
39,HC_INT,n1,HASH,s0,1,1,4,-3
39,HC_INT,n1,HASH,n0,0,1,4,-3
40,HC_SINGLE,n0,SHIFT,s0,1,9,9,0
41,HC_DEEP,n0,NTHETA,s2,1,3,4,-1
41,HC_DEEP,n2,NTHETA,n0,0,2,4,-2
41,HC_DEEP,n3,HASH,s1,1,1,4,-3
41,HC_DEEP,n3,HASH,s0,1,4,5,-1
43,SHIFT,n0,SHIFT,s1,1,6,6,0
43,SHIFT,n1,SHIFT,s0,1,2,2,0
43,SHIFT,n2,SHIFT,n1,0,4,4,0
44,HASH,n0,HASH,s0,1,1,5,-4
44,HASH,n0,HASH,s1,1,2,4,-2
44,HASH,n1,HASH,n0,0,2,6,-4
44,HASH,n1,HASH,s0,1,3,5,-2
44,HASH,n2,HASH,s0,1,2,5,-3
44,HASH,n2,HASH,n1,0,2,5,-3
44,HASH,n3,HASH,n1,0,2,5,-3
44,HASH,n3,HASH,s0,1,4,5,-1
44,HASH,n4,HASH,n1,0,2,5,-3
44,HASH,n4,HASH,n3,0,2,4,-2
44,HASH,n5,HASH,n2,0,2,4,-2
44,HASH,n5,HASH,n0,0,4,6,-2
45,ADD,n0,ADD,s1,1,4,4,0
45,ADD,n0,ADD,s0,1,3,3,0
46,SUB,n0,SUB,s0,1,8,8,0
46,SUB,n1,SUB,s0,1,6,8,-2
46,SUB,n2,SUB,n0,0,1,2,-1
46,SUB,n3,SUB,n0,0,4,2,2
46,SUB,n4,SUB,n3,0,1,2,-1
46,SUB,n5,SUB,n3,0,3,2,1
47,THETA,n0,THETA,s0,1,2,4,-2
47,THETA,n1,THETA,s0,1,3,4,-1
47,THETA,n2,THETA,s0,1,2,4,-2
47,THETA,n3,THETA,n0,0,3,4,-1
47,THETA,n4,THETA,s1,1,2,4,-2
48,NTHETA,n0,NTHETA,s0,1,2,4,-2
48,NTHETA,n1,NTHETA,s1,1,2,4,-2
49,AGSE,n0,AGSE,s1,1,4,4,0
49,AGSE,n1,AGSE,s0,1,3,3,0
51,HC_NONINT,n2,HASH,s2,1,1,4,-3
51,HC_NONINT,n2,HASH,n1,0,2,4,-2
52,HC_SHIFT_UNDER_HASH,n1,SHIFT,n0,0,4,6,-2
52,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
52,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,4,6,-2
53,HC_INT,n0,AGSE,s1,1,3,4,-1
53,HC_INT,n1,HASH,n0,0,1,4,-3
53,HC_INT,n1,HASH,s1,1,1,4,-3
53,HC_INT,n2,SUB,s0,1,5,5,0
53,HC_INT,n3,AGSE,n1,0,2,2,0
54,HC_SINGLE,n1,SHIFT,s1,1,9,9,0
55,HC_DEEP,n0,THETA,s0,1,2,4,-2
55,HC_DEEP,n1,HASH,s0,1,2,4,-2
55,HC_DEEP,n1,HASH,n0,0,1,4,-3
55,HC_DEEP,n2,SUB,n1,0,5,1,4
55,HC_DEEP,n3,ADD,n0,0,2,4,-2
55,HC_DEEP,n3,ADD,s1,1,10,10,0
55,HC_DEEP,n4,NTHETA,n2,0,3,4,-1
57,SHIFT,n0,SHIFT,s0,1,9,9,0
57,SHIFT,n1,SHIFT,s2,1,3,3,0
57,SHIFT,n2,SHIFT,s0,1,3,9,-6
57,SHIFT,n3,SHIFT,s0,1,6,9,-3
58,HASH,n0,HASH,s1,1,2,4,-2
58,HASH,n0,HASH,s0,1,1,4,-3
59,ADD,n0,ADD,s0,1,69,69,0
59,ADD,n0,ADD,s1,1,3,4,-1
59,ADD,n1,ADD,s1,1,3,4,-1
59,ADD,n1,ADD,n0,0,1,1,0
59,ADD,n2,ADD,n0,0,1,1,0
59,ADD,n2,ADD,n1,0,1,1,0
59,ADD,n3,ADD,s1,1,3,4,-1
59,ADD,n3,ADD,n0,0,1,1,0
59,ADD,n4,ADD,n3,0,1,1,0
59,ADD,n4,ADD,s0,1,69,69,0
59,ADD,n5,ADD,n3,0,1,1,0
59,ADD,n5,ADD,s1,1,3,4,-1
60,SUB,n0,SUB,s1,1,7,7,0
60,SUB,n1,SUB,s0,1,8,8,0
60,SUB,n2,SUB,n1,0,4,2,2
60,SUB,n3,SUB,s2,1,10,10,0
60,SUB,n4,SUB,n2,0,1,1,0
61,THETA,n0,THETA,s0,1,3,4,-1
61,THETA,n1,THETA,s0,1,2,4,-2
61,THETA,n2,THETA,s0,1,2,4,-2
61,THETA,n3,THETA,n1,0,4,5,-1
61,THETA,n4,THETA,n0,0,4,5,-1
62,NTHETA,n0,NTHETA,s0,1,2,4,-2
62,NTHETA,n1,NTHETA,s0,1,2,4,-2
62,NTHETA,n2,NTHETA,s0,1,3,4,-1
62,NTHETA,n3,NTHETA,n2,0,2,4,-2
62,NTHETA,n4,NTHETA,n3,0,3,4,-1
62,NTHETA,n5,NTHETA,s0,1,3,4,-1
63,AGSE,n0,AGSE,s1,1,4,4,0
63,AGSE,n1,AGSE,s1,1,3,4,-1
63,AGSE,n2,AGSE,n0,0,2,2,0
63,AGSE,n3,AGSE,n1,0,2,2,0
65,HC_NONINT,n0,HASH,s1,1,1,8,-7
65,HC_NONINT,n0,HASH,s0,1,2,4,-2
65,HC_NONINT,n1,SUB,s1,1,8,8,0
66,HC_SHIFT_UNDER_HASH,n0,SHIFT,s2,1,4,6,-2
66,HC_SHIFT_UNDER_HASH,n1,SHIFT,s2,1,6,6,0
66,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,2,4,-2
66,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
67,HC_INT,n1,HASH,s0,1,1,4,-3
67,HC_INT,n1,HASH,n0,0,1,4,-3
69,HC_DEEP,n1,THETA,s0,1,3,4,-1
69,HC_DEEP,n2,HASH,s1,1,4,10,-6
69,HC_DEEP,n2,HASH,n1,0,1,4,-3
69,HC_DEEP,n3,HASH,n1,0,1,4,-3
69,HC_DEEP,n3,HASH,s1,1,8,10,-2
71,SHIFT,n0,SHIFT,s1,1,2,2,0
71,SHIFT,n1,SHIFT,s0,1,9,9,0
71,SHIFT,n2,SHIFT,s0,1,9,9,0
72,HASH,n0,HASH,s0,1,2,5,-3
72,HASH,n0,HASH,s1,1,1,4,-3
72,HASH,n1,HASH,n0,0,2,4,-2
72,HASH,n1,HASH,s0,1,3,5,-2
72,HASH,n2,HASH,s1,1,1,4,-3
72,HASH,n2,HASH,n0,0,2,4,-2
72,HASH,n3,HASH,n1,0,2,4,-2
72,HASH,n3,HASH,n2,0,2,4,-2
72,HASH,n4,HASH,n0,0,2,4,-2
72,HASH,n4,HASH,n1,0,1,4,-3
72,HASH,n5,HASH,s1,1,1,4,-3
72,HASH,n5,HASH,n3,0,2,4,-2
73,ADD,n0,ADD,s0,1,52,52,0
73,ADD,n0,ADD,s1,1,3,3,0
73,ADD,n1,ADD,n0,0,1,1,0
73,ADD,n1,ADD,s0,1,52,52,0
74,SUB,n0,SUB,s0,1,7,7,0
74,SUB,n1,SUB,s0,1,6,7,-1
74,SUB,n2,SUB,s0,1,6,7,-1
74,SUB,n3,SUB,n0,0,2,1,1
74,SUB,n4,SUB,n2,0,1,1,0
74,SUB,n5,SUB,s0,1,6,7,-1
75,THETA,n0,THETA,s0,1,2,4,-2
75,THETA,n1,THETA,s2,1,2,4,-2
75,THETA,n2,THETA,n0,0,2,4,-2
75,THETA,n3,THETA,s2,1,2,4,-2
76,NTHETA,n0,NTHETA,s2,1,2,4,-2
76,NTHETA,n1,NTHETA,s2,1,3,4,-1
76,NTHETA,n2,NTHETA,s0,1,3,4,-1
76,NTHETA,n3,NTHETA,n2,0,2,4,-2
76,NTHETA,n4,NTHETA,s1,1,2,4,-2
76,NTHETA,n5,NTHETA,s2,1,2,4,-2
77,AGSE,n0,AGSE,s2,1,4,4,0
77,AGSE,n1,AGSE,s0,1,4,4,0
77,AGSE,n2,AGSE,n1,0,2,1,1
77,AGSE,n3,AGSE,s1,1,4,4,0
77,AGSE,n4,AGSE,n0,0,3,3,0
79,HC_NONINT,n0,HASH,s1,1,1,4,-3
79,HC_NONINT,n0,HASH,s0,1,34,36,-2
79,HC_NONINT,n1,SHIFT,s2,1,6,7,-1
79,HC_NONINT,n2,HASH,s2,1,5,7,-2
79,HC_NONINT,n2,HASH,n1,0,1,4,-3
80,HC_SHIFT_UNDER_HASH,n0,AGSE,s1,1,5,5,0
80,HC_SHIFT_UNDER_HASH,n1,SHIFT,n0,0,9,9,0
80,HC_SHIFT_UNDER_HASH,n4,HASH,n1,0,1,4,-3
80,HC_SHIFT_UNDER_HASH,n4,HASH,n2,0,9,11,-2
81,HC_INT,n0,SHIFT,s1,1,2,6,-4
81,HC_INT,n1,HASH,s1,1,1,6,-5
81,HC_INT,n1,HASH,n0,0,1,4,-3
81,HC_INT,n2,SHIFT,s1,1,3,6,-3
81,HC_INT,n3,HASH,n0,0,1,4,-3
81,HC_INT,n3,HASH,n2,0,1,4,-3
81,HC_INT,n4,SHIFT,s1,1,6,6,0
82,HC_SINGLE,n0,SHIFT,s2,1,3,3,0
83,HC_DEEP,n1,THETA,s0,1,4,8,-4
83,HC_DEEP,n2,ADD,n1,0,1,1,0
83,HC_DEEP,n2,ADD,s0,1,8,8,0
85,SHIFT,n0,SHIFT,s0,1,4,4,0
85,SHIFT,n1,SHIFT,s1,1,9,9,0
86,HASH,n0,HASH,s0,1,1,4,-3
86,HASH,n0,HASH,s1,1,2,4,-2
87,ADD,n0,ADD,s2,1,4,4,0
87,ADD,n0,ADD,s0,1,6,6,0
87,ADD,n1,ADD,s2,1,4,4,0
87,ADD,n1,ADD,s0,1,6,6,0
87,ADD,n2,ADD,n0,0,1,1,0
87,ADD,n2,ADD,s0,1,6,6,0
87,ADD,n3,ADD,s1,1,4,4,0
87,ADD,n3,ADD,n2,0,1,1,0
87,ADD,n4,ADD,s2,1,4,4,0
87,ADD,n4,ADD,s1,1,4,4,0
88,SUB,n0,SUB,s0,1,5,8,-3
88,SUB,n1,SUB,s0,1,8,8,0
88,SUB,n2,SUB,n0,0,3,2,1
89,THETA,n0,THETA,s1,1,2,4,-2
89,THETA,n1,THETA,n0,0,4,5,-1
89,THETA,n2,THETA,n1,0,3,5,-2
89,THETA,n3,THETA,s2,1,2,4,-2
89,THETA,n4,THETA,s0,1,2,4,-2
89,THETA,n5,THETA,n1,0,3,5,-2
90,NTHETA,n0,NTHETA,s0,1,2,4,-2
91,AGSE,n0,AGSE,s2,1,3,4,-1
91,AGSE,n1,AGSE,s2,1,4,4,0
91,AGSE,n2,AGSE,n0,0,1,1,0
91,AGSE,n3,AGSE,n1,0,2,2,0
91,AGSE,n4,AGSE,s2,1,3,4,-1
91,AGSE,n5,AGSE,s0,1,3,3,0
93,HC_NONINT,n0,SHIFT,s1,1,6,6,0
93,HC_NONINT,n1,SUB,s1,1,5,6,-1
93,HC_NONINT,n2,AGSE,n1,0,3,4,-1
93,HC_NONINT,n3,AGSE,n2,0,1,1,0
93,HC_NONINT,n4,HASH,s1,1,2,6,-4
93,HC_NONINT,n4,HASH,n1,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n0,SUB,s1,1,8,8,0
94,HC_SHIFT_UNDER_HASH,n1,SHIFT,s0,1,9,9,0
94,HC_SHIFT_UNDER_HASH,n3,HASH,n2,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n3,HASH,n1,0,1,4,-3
95,HC_INT,n0,HASH,s0,1,1,4,-3
95,HC_INT,n0,HASH,s1,1,1,4,-3
97,HC_DEEP,n2,AGSE,s0,1,6,6,0
97,HC_DEEP,n3,ADD,s2,1,12,12,0
97,HC_DEEP,n3,ADD,n2,0,2,2,0
99,SHIFT,n0,SHIFT,s1,1,4,4,0
99,SHIFT,n1,SHIFT,n0,0,6,6,0
99,SHIFT,n2,SHIFT,s0,1,3,3,0
99,SHIFT,n3,SHIFT,s1,1,4,4,0
100,HASH,n0,HASH,s1,1,1,4,-3
100,HASH,n0,HASH,s0,1,3,6,-3
100,HASH,n1,HASH,n0,0,2,4,-2
100,HASH,n1,HASH,s0,1,4,6,-2
101,ADD,n0,ADD,s1,1,4,4,0
101,ADD,n0,ADD,s0,1,3,3,0
101,ADD,n1,ADD,s1,1,4,4,0
101,ADD,n1,ADD,s0,1,3,3,0
102,SUB,n0,SUB,s1,1,6,6,0
102,SUB,n1,SUB,s1,1,4,6,-2
102,SUB,n2,SUB,s0,1,7,7,0
102,SUB,n3,SUB,n2,0,7,3,4
103,THETA,n0,THETA,s1,1,2,4,-2
103,THETA,n1,THETA,s0,1,2,4,-2
103,THETA,n2,THETA,s0,1,2,4,-2
104,NTHETA,n0,NTHETA,s0,1,2,4,-2
104,NTHETA,n1,NTHETA,n0,0,2,4,-2
105,AGSE,n0,AGSE,s0,1,4,4,0
105,AGSE,n1,AGSE,s0,1,4,4,0
105,AGSE,n2,AGSE,s0,1,4,4,0
107,HC_NONINT,n0,HASH,s0,1,1,4,-3
107,HC_NONINT,n0,HASH,s2,1,1,5,-4
107,HC_NONINT,n1,HASH,s1,1,1,4,-3
107,HC_NONINT,n1,HASH,s2,1,4,5,-1
108,HC_SHIFT_UNDER_HASH,n0,AGSE,s1,1,6,6,0
108,HC_SHIFT_UNDER_HASH,n1,SHIFT,s0,1,9,10,-1
108,HC_SHIFT_UNDER_HASH,n2,HASH,s0,1,8,10,-2
108,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
108,HC_SHIFT_UNDER_HASH,n3,AGSE,n0,0,2,3,-1
109,HC_INT,n0,HASH,s0,1,1,4,-3
109,HC_INT,n0,HASH,s1,1,1,4,-3
110,HC_SINGLE,n0,SHIFT,s1,1,9,9,0
111,HC_DEEP,n1,NTHETA,s0,1,2,4,-2
111,HC_DEEP,n2,AGSE,n1,0,2,4,-2
111,HC_DEEP,n3,HASH,n1,0,1,4,-3
111,HC_DEEP,n3,HASH,s1,1,95,96,-1
113,SHIFT,n0,SHIFT,s0,1,3,4,-1
113,SHIFT,n1,SHIFT,n0,0,3,3,0
113,SHIFT,n2,SHIFT,s1,1,6,6,0
113,SHIFT,n3,SHIFT,s0,1,4,4,0
114,HASH,n0,HASH,s0,1,1,4,-3
114,HASH,n0,HASH,s1,1,2,4,-2
114,HASH,n1,HASH,n0,0,2,5,-3
114,HASH,n1,HASH,s1,1,2,4,-2
114,HASH,n2,HASH,n0,0,2,5,-3
114,HASH,n2,HASH,n1,0,1,4,-3
114,HASH,n3,HASH,n0,0,2,5,-3
114,HASH,n3,HASH,s1,1,2,4,-2
114,HASH,n4,HASH,n1,0,2,4,-2
114,HASH,n4,HASH,n0,0,3,5,-2
115,ADD,n0,ADD,s1,1,4,4,0
115,ADD,n0,ADD,s0,1,4,4,0
115,ADD,n1,ADD,s0,1,4,4,0
115,ADD,n1,ADD,s1,1,4,4,0
116,SUB,n0,SUB,s0,1,7,10,-3
116,SUB,n1,SUB,s0,1,10,10,0
116,SUB,n2,SUB,s0,1,8,10,-2
116,SUB,n3,SUB,n2,0,7,3,4
116,SUB,n4,SUB,n2,0,1,3,-2
117,THETA,n0,THETA,s0,1,4,5,-1
118,NTHETA,n0,NTHETA,s0,1,2,4,-2
118,NTHETA,n1,NTHETA,s1,1,2,4,-2
118,NTHETA,n2,NTHETA,s0,1,2,4,-2
118,NTHETA,n3,NTHETA,n1,0,2,4,-2
119,AGSE,n0,AGSE,s0,1,4,4,0
119,AGSE,n1,AGSE,n0,0,2,2,0
119,AGSE,n2,AGSE,s0,1,4,4,0
119,AGSE,n3,AGSE,n0,0,2,2,0
121,HC_NONINT,n0,HASH,s1,1,2,6,-4
121,HC_NONINT,n0,HASH,s0,1,1,4,-3
121,HC_NONINT,n1,SHIFT,s0,1,4,4,0
121,HC_NONINT,n2,SHIFT,n0,0,3,3,0
121,HC_NONINT,n3,HASH,n2,0,1,4,-3
121,HC_NONINT,n3,HASH,s1,1,5,6,-1
122,HC_SHIFT_UNDER_HASH,n0,HASH,s0,1,2,4,-2
122,HC_SHIFT_UNDER_HASH,n0,HASH,s1,1,1,4,-3
122,HC_SHIFT_UNDER_HASH,n1,SHIFT,n0,0,4,6,-2
122,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
122,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,4,6,-2
122,HC_SHIFT_UNDER_HASH,n3,SUB,n1,0,5,4,1
123,HC_INT,n0,HASH,s1,1,1,4,-3
123,HC_INT,n0,HASH,s0,1,1,4,-3
123,HC_INT,n1,HASH,n0,0,1,4,-3
123,HC_INT,n1,HASH,s1,1,2,4,-2
124,HC_SINGLE,n2,SHIFT,n0,0,4,4,0
125,HC_DEEP,n1,SHIFT,s1,1,4,4,0
125,HC_DEEP,n2,THETA,n1,0,4,5,-1
125,HC_DEEP,n3,HASH,s0,1,1,4,-3
125,HC_DEEP,n3,HASH,n2,0,2,4,-2
127,SHIFT,n0,SHIFT,s2,1,3,9,-6
127,SHIFT,n1,SHIFT,s0,1,9,9,0
127,SHIFT,n2,SHIFT,s1,1,4,4,0
127,SHIFT,n3,SHIFT,s2,1,9,9,0
128,HASH,n0,HASH,s1,1,1,4,-3
128,HASH,n0,HASH,s0,1,6,8,-2
128,HASH,n1,HASH,s1,1,1,4,-3
128,HASH,n1,HASH,n0,0,1,4,-3
128,HASH,n2,HASH,n1,0,2,6,-4
128,HASH,n2,HASH,s1,1,2,4,-2
128,HASH,n3,HASH,s1,1,1,4,-3
128,HASH,n3,HASH,n2,0,2,4,-2
128,HASH,n4,HASH,n3,0,2,4,-2
128,HASH,n4,HASH,n1,0,4,6,-2
129,ADD,n0,ADD,s1,1,3,3,0
129,ADD,n0,ADD,s0,1,10,10,0
129,ADD,n1,ADD,s0,1,10,10,0
129,ADD,n1,ADD,n0,0,1,1,0
129,ADD,n2,ADD,n0,0,1,1,0
129,ADD,n2,ADD,s0,1,10,10,0
129,ADD,n3,ADD,s0,1,10,10,0
129,ADD,n3,ADD,n0,0,1,1,0
130,SUB,n0,SUB,s0,1,4,7,-3
130,SUB,n1,SUB,s0,1,7,7,0
130,SUB,n2,SUB,n0,0,7,3,4
130,SUB,n3,SUB,n0,0,7,3,4
130,SUB,n4,SUB,n0,0,3,3,0
130,SUB,n5,SUB,n1,0,4,2,2
131,THETA,n0,THETA,s0,1,4,5,-1
131,THETA,n1,THETA,n0,0,6,7,-1
131,THETA,n2,THETA,n0,0,2,7,-5
132,NTHETA,n0,NTHETA,s0,1,2,4,-2
132,NTHETA,n1,NTHETA,n0,0,2,4,-2
133,AGSE,n0,AGSE,s1,1,4,4,0
133,AGSE,n1,AGSE,s0,1,4,4,0
133,AGSE,n2,AGSE,n1,0,4,3,1
135,HC_NONINT,n0,AGSE,s0,1,4,4,0
135,HC_NONINT,n1,SHIFT,s1,1,6,6,0
135,HC_NONINT,n2,HASH,s1,1,2,6,-4
135,HC_NONINT,n2,HASH,s0,1,1,4,-3
135,HC_NONINT,n3,HASH,n2,0,4,6,-2
135,HC_NONINT,n3,HASH,n1,0,1,4,-3
135,HC_NONINT,n4,AGSE,n2,0,2,6,-4
136,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,2,4,-2
136,HC_SHIFT_UNDER_HASH,n1,HASH,s1,1,1,4,-3
136,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,1,4,-3
136,HC_SHIFT_UNDER_HASH,n2,SHIFT,s0,1,9,9,0
136,HC_SHIFT_UNDER_HASH,n3,AGSE,n0,0,2,4,-2
137,HC_INT,n0,HASH,s1,1,1,4,-3
137,HC_INT,n0,HASH,s2,1,1,4,-3
138,HC_SINGLE,n0,SHIFT,s1,1,2,2,0
139,HC_DEEP,n0,AGSE,s1,1,4,4,0
139,HC_DEEP,n3,SHIFT,n2,0,4,4,0
141,SHIFT,n0,SHIFT,s2,1,4,9,-5
141,SHIFT,n1,SHIFT,s1,1,9,9,0
141,SHIFT,n2,SHIFT,s2,1,2,9,-7
141,SHIFT,n3,SHIFT,s2,1,9,9,0
141,SHIFT,n4,SHIFT,n3,0,9,9,0
141,SHIFT,n5,SHIFT,n0,0,6,6,0
142,HASH,n0,HASH,s1,1,2,5,-3
