m3,3,1062
m3,4,741
m3,5,435
m3,6,1015
m3,7,835
m3,8,705
m3,9,994
m3,10,974
m3,11,842
m3,12,532
m3,13,583
m3,14,867
m3,15,344
m3,16,891
m3,17,955
m3,18,969
m3,19,763
m3,20,1020
m3,21,233
m3,22,517
m3,23,612
m3,24,531
m3,25,766
m3,26,1048
m3,27,893
m3,28,805
m3,29,877
m3,30,537
m3,31,1175
m3,32,310
m3,33,312
m3,34,299
m3,35,1150
m3,36,1007
m3,37,428
m3,38,958
m3,39,515
m3,40,845
m3,41,988
m3,42,392
m3,43,781
m3,44,679
m3,45,1183
m3,46,974
m3,47,703
m3,48,1120
m3,49,1208
m3,50,937
m3,51,264
m3,52,78
m3,53,1144
m3,54,976
m3,55,1033
m3,56,409
m3,57,574
m3,58,328
m3,59,479
m3,60,859
m3,61,184
m3,62,786
m3,63,932
m3,64,719
m3,65,1075
m3,66,1210
m3,67,416
m3,68,514
m3,69,807
m3,70,884
m3,71,546
m3,72,831
m3,73,542
m3,74,1020
m3,75,451
m3,76,615
m3,77,996
m3,78,912
m3,79,1063
m3,80,961
m3,81,889
m3,82,802
m3,83,594
m3,84,909
m3,85,1084
m3,86,470
m3,87,1075
m3,88,473
m3,89,1074
m3,90,1035
m3,91,1162
m3,92,1049
m3,93,1287
m3,94,258
m3,95,917
m3,96,786
m3,97,880
m3,98,843
m3,99,999
m3,100,1196
m3,101,940
m3,102,1186
m3,103,926
m3,104,994
m3,105,319
m3,106,1256
m3,107,582
m3,108,453
m3,109,496
m3,110,767
m3,111,1083
m3,112,629
m3,113,1140
m3,114,894
m3,115,435
m3,116,978
m3,117,645
m3,118,1226
m3,119,818
m3,120,1042
m3,121,621
m3,122,204
m3,123,978
m3,124,942
m3,125,1134
m3,126,222
m3,127,359
m3,128,807
m3,129,395
m3,130,405
m3,131,689
m3,132,451
m3,133,1116
m3,134,1263
m3,135,1120
m3,136,1147
m3,137,339
m3,138,621
m3,139,1064
m3,140,293
m3,141,470
m3,142,516
m3,143,1159
m3,144,477
m3,145,1023
m3,146,462
m3,147,194
m3,148,1080
m3,149,1000
m3,150,198
m3,151,777
m3,152,546
